,Requirement,Services
715,Sub-apps and their launchers can be added to the main app by a qualified programmer.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
716,Sub-apps and their launchers in the main app can be deleted by a qualified programmer.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
717,"The application maintainer should also be able to change the (lists of) information sources of the sub-applications: agenda, news, Facebook and Twitter ","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
718,"Application maintainers should be able to maintain the application, without having knowledge about Java Android programming. They should be able to modify the approximate appearance of the application. This means the colors, and GUI figures in the applications, but not the addition/deletion of GUI elements.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
719,"Application will be extendable. This means that a skilled Java Android programmer should be able to easily add a new sub-application to insApption, and add a launcher to it in the main-application.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Amplify"
720,Users must be a Radford University student in order to access the automatic class schedule and assignment sharing features of this application Users can authenticate by logging in using their RU username and password.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito"
721,Most functionality will not require network connectivity.  System components that require authentication through Radford University and network connectivity will function as long as the systems maintained by the University are available.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito"
722,The development team will follow best practices for clean code and software modularity in order to make the application as maintainable as possible.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
723,Users will be able to access this application on or off campus anytime on their mobile device without the need of an internet connection.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Amplify"
724,"The application will be highly extensible in terms of adding course and calendar details or views.  However, the application in general has low extensibility.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
725,An application instance shall be able to be reusable every semester for a returning student.The user will be able to update their class schedule by having the application check for a registered schedule set for the next semester and if the current school semester is over.Application components will be able to be integrated into the larger RU Mobile application developed and maintained by Radford University.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
726,The system will be designed in such a way that the algorithms for the four main units will be able to be easily swapped out.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
727,The accuracy of the Generic Question Constructionâ€‹ part will be close to 80%.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
728,The accuracy of the Generic Answer Constructionâ€‹ unit will be close to 70%.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
729,The accuracy of the Generic Answer Populationâ€‹ unit will be close to 70%.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
730,"The average time for the server to respond, over the question testing set, will be less than or equal to 2 seconds.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
731,"The connection between the Web API and the programs will use HTTPS, for security.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Route53"
732,A new user will make less than 3 mistakes in 5 minutes after 5 minutes of use.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
733,"FAU class contains requirements for recording the occurrence of security relevant events that take place under TSF control. This family identifies the level of auditing, enumerates the types of events that shall be auditable by the TSF, and identifies the minimum set of audit related information that should be provided within various audit record types. The following extended requirement for the FAU class has been included in this ST because the operational environment is capable of providing security audit generation for TSF functions.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon CoudTrail,Amazon X-Ray,Amazon MediaConverter"
734,"Performance should not be an issue because all of our server queries involve small pieces of data. Changing screens will require very little computation and thus will occur very quickly. Server updates should only take a few seconds as long as the phone can maintain a steady signal. The cost-division algorithms used by in application will be highly efficient, taking only a fraction of a second to compute.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
735,SplitPay will not affect data stored outside of its servers nor will it affect any other applications installed on the userâ€™s phone. It cannot cause any damage to the phone or its internal components. The only potential safety concern associated with this application applies to virtually all handset apps: SplitPay should not be used while operating a vehicle or in any other situation where the userâ€™s attention must be focused elsewhere.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
736,"This application assumes that only the user or whoever he/she allows will have access to his/her Android handset. With that being said, only a Google email address is required to verify the identity of the user upon opening the app. Since it is not password protected, there is no method to authenticate the userâ€™s identity. This could only pose a thread if a user has set up PayPal functionality, however any transaction involving real currency must be authorized and confirmed before becoming final. The PayPal API provides all of the security checks needed to ensure that no fraudulent transactions occur.","Amazon S3,Amazon CloudFront,Amazon Amplify,Amazon RDS,Amazon Lambda,Amazon SES,Amazon Cognito"
737,The graphical user interface of SplitPay is to be designed with usability as the first priority. The app will be presented and organized in a manner that is both visually appealing and easy for the user to navigate. There will be feedbacks and visual cues such as notifications to inform users of updates and pop-ups to provide users with instructions.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon EventBridge"
738,"To ensure reliability and correctness, there will be zero tolerance for errors in the algorithm that computes and splits expenses between group members. To maintain flexibility and adaptability, the app will take into account situations in which a user loses internet connection or for whatever reason cannot establish a connection with the server. These users will still be able to use the application, but any Bills, transactions, etc. posted while disconnected will be cached until the connection is restored.","Amazon S3,Amazon CloudFront,Amazon Amplify,Amazon RDS,Amazon Lambda"
739,All text elements in the user interfaces are presented in the selected language (for language selection see requirement UCAR101. The available languages are mentioned in UCAR002 and UCAR003) ,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
740,English is an available language. ,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
741,Dutch is an available language.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
742,The administrator can change the colors used in the user interfaces of the sub-apps and main-app (this does not include the external resources).,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
743,The administrator can change the fonts used in the user interfaces of the sub-apps and main-app (this does not include the external resources).,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
744,The administrator can change icons used in the user interfaces of the sub-apps and main-app (this does not include the external resources).,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
745,The administrator can change buttons used in the user interfaces of the sub-apps and main-app (this does not include the external resources).,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
746,The administrator can change the background used in the user interfaces of the sub- apps and main-app (this does not include the external resources).,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
747,The administrator can change text elements used in the user interfaces of the sub-apps and main-app (this does not include the external resources).,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
748,The language can only be selected in the main app.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
749,The default language of insApption is English,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
750,The main menu contains a launcher to the Map-app.3.1.3,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
751,The main menu contains a launcher to the News-app.3.1.4,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
752,The main menu contains a launcher to the Agenda-app.3.1.5,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
753,The main menu contains a launcher to the Facebook-app.3.1.9,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
754,The main menu contains a launcher to the Twitter-app.3.1.10,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
755,The main menu contains a launcher to the Employee-finder-app.3.1.6,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
756,"The main menu contains a launcher to the Encyclopedia-app, only if the Dutch language is selected.3.1.7","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
757,"The main menu contains a launcher to the Student handbook-app, only if the Dutch language is selected.3.1.8 ","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
758,It is possible to â€œlikeâ€ insApption from within the main menu.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
